UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,arrest_WEAPON20,arrest_DRUG20,arrest_LIQUOR20,arrest_WEAPON21,arrest_DRUG21,arrest_LIQUOR21,arrest_WEAPON22,arrest_DRUG22,arrest_LIQUOR22,arrest_FILTER20,arrest_FILTER21,arrest_FILTER22,crime_MURD20,crime_NEG_M20,crime_RAPE20,crime_FONDL20,crime_INCES20,crime_STATR20,crime_ROBBE20,crime_AGG_A20,crime_BURGLA20,crime_VEHIC20,crime_ARSON20,crime_MURD21,crime_NEG_M21,crime_RAPE21,crime_FONDL21,crime_INCES21,crime_STATR21,crime_ROBBE21,crime_AGG_A21,crime_BURGLA21,crime_VEHIC21,crime_ARSON21,crime_MURD22,crime_NEG_M22,crime_RAPE22,crime_FONDL22,crime_INCES22,crime_STATR22,crime_ROBBE22,crime_AGG_A22,crime_BURGLA22,crime_VEHIC22,crime_ARSON22,crime_FILTER20,crime_FILTER21,crime_FILTER22,discipline_WEAPON20,discipline_DRUG20,discipline_LIQUOR20,discipline_WEAPON21,discipline_DRUG21,discipline_LIQUOR21,discipline_WEAPON22,discipline_DRUG22,discipline_LIQUOR22,discipline_FILTER20,discipline_FILTER21,discipline_FILTER22,vawa_DOMEST20,vawa_DATING20,vawa_STALK20,vawa_DOMEST21,vawa_DATING21,vawa_STALK21,vawa_DOMEST22,vawa_DATING22,vawa_STALK22,vawa_FILTER20,vawa_FILTER21,vawa_FILTER22
166124001,"College of the Holy Cross",214100,"Main Campus","ONE COLLEGE STREET",WORCESTER,MA,16102395,2,"Private nonprofit, 4-year or above",1383,1700,3083,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,3,1,0,0,0,3,5,0,0,0,0,0,0,2,1,1,1,0,2,57,0,4,76,1,2,33,1,1,1,0,1,1,0,3,3,1,1,2,1,1,1
166133001,"Holyoke Community College",217000,"Holyoke Community College","303 HOMESTEAD AVE",HOLYOKE,MA,1040,4,"Public, 2-year",1240,2310,3550,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166391001,"Lasell University",215800,"Main Campus","1844 COMMONWEALTH AVE",Auburndale,MA,24662716,2,"Private nonprofit, 4-year or above",584,1007,1591,0,0,0,1,1,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,1,1,1,0,19,79,1,5,82,1,16,30,1,1,1,1,0,4,1,0,3,0,0,1,1,1,1
166407001,"Lawrence Memorial Hospital School of Nursing",633100,"Main Campus","170 GOVERNORS AVE",MEDFORD,MA,21551643,5,"Private nonprofit, 2-year",13,212,225,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166513001,"University of Massachusetts-Lowell",216100,"University of Massachusetts Lowell","1 UNIVERSITY AVE",LOWELL,MA,18545104,1,"Public, 4-year or above",9743,7410,17153,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9,2,0,0,0,2,3,0,0,0,0,6,3,0,0,0,0,3,1,0,1,1,1,0,0,32,1,0,87,2,2,83,1,1,1,3,0,1,1,1,2,3,0,3,1,1,1
166513002,"University of Massachusetts-Lowell",216100,Lowell-Haverhill,"2-54 and 72-74 Merrimack St.",Haverhill,MA,1830,1,"Public, 4-year or above",9743,7410,17153,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166638001,"University of Massachusetts-Boston",222200,"Harbor Campus","100 MORRISSEY BLVD",BOSTON,MA,21253393,1,"Public, 4-year or above",6425,9161,15586,1,0,0,2,4,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,0,36,1,13,40,1,1,1,0,1,2,0,1,3,0,1,5,1,1,1
166638002,"University of Massachusetts-Boston",222200,"Nantucket Branch Campus","180 Polpis RD",Nantucket,MA,2554,1,"Public, 4-year or above",6425,9161,15586,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166647002,"Massachusetts Bay Community College",217100,Framingham,"19 Flagg Drive",Framingham,MA,1702,4,"Public, 2-year",1516,1981,3497,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166656002,"MCPHS University",216500,"MCPHS, Worcester Campus","19 Foster Street",Worcester,MA,1608,2,"Private nonprofit, 4-year or above",1654,5170,6824,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
166683001,"Massachusetts Institute of Technology",217800,MIT,"77 MASSACHUSETTS AVE",CAMBRIDGE,MA,21394307,2,"Private nonprofit, 4-year or above",6784,5074,11858,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,0,3,3,1,0,0,0,3,12,0,0,0,3,0,3,0,0,0,12,5,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,47,0,0,30,1,1,1,4,0,6,2,0,7,7,2,13,1,1,1
166708001,"University of Massachusetts Chan Medical School",975600,"University of Massachusetts Chan Medical School - Worcester","55 Lake Avenue North",Worcester,MA,16550002,1,"Public, 4-year or above",464,888,1352,0,2,0,0,3,2,1,3,0,1,1,1,0,0,0,1,0,0,1,5,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,16,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,5,0,0,0,0,0,1,1,1
166708002,"University of Massachusetts Chan Medical School",975600,"Baystate Regional Campus","759 Chestnut Street",Springfield,MA,1199,1,"Public, 4-year or above",464,888,1352,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166823001,"Massasoit Community College",217700,"Main Campus","ONE MASSASOIT BLVD",BROCKTON,MA,23023996,4,"Public, 2-year",1852,2958,4810,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
166823002,"Massasoit Community College",217700,"MASSASOIT COMMUNITY COLLEGE CANTON","900 RANDOLPH ST",CANTON,MA,2021,4,"Public, 2-year",1852,2958,4810,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166850001,"Merrimack College",212000,"Main Campus","315 TURNPIKE ST","NORTH ANDOVER",MA,1845,2,"Private nonprofit, 4-year or above",2344,3161,5505,0,0,0,0,0,4,1,0,0,1,1,1,0,0,5,3,0,0,0,0,3,0,0,0,0,5,3,0,0,0,1,1,0,0,0,0,7,5,0,0,0,0,0,0,0,1,1,1,0,0,439,1,0,595,2,0,522,1,1,1,0,2,1,2,4,3,1,3,0,1,1,1
166869001,"MGH Institute of Health Professions",2231600,"Main Campus","Charlestown Navy Yard, 36 1ST Avenue",BOSTON,MA,21294557,2,"Private nonprofit, 4-year or above",214,1139,1353,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166887002,"Middlesex Community College",993600,"Lowell Campus","33 Kearney Square",Lowell,MA,1852,4,"Public, 2-year",3118,4652,7770,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166957001,"Mount Wachusett Community College",217200,"Gardner Campus-main campus","444 GREEN ST",GARDNER,MA,14401000,4,"Public, 2-year",907,1961,2868,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166957003,"Mount Wachusett Community College",217200,"Leominster Campus & Corporate Training Center","100 Erdman Way",Leominster,MA,1453,4,"Public, 2-year",907,1961,2868,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166957004,"Mount Wachusett Community College",217200,"Devens Center","One Jackson Place",Devens,MA,1434,4,"Public, 2-year",907,1961,2868,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
166957005,"Mount Wachusett Community College",217200,"Fitchburg Campus/Dental Education Program","326 Nichols Road",Fitchburg,MA,1420,4,"Public, 2-year",907,1961,2868,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167093003,"New England College of Optometry",216400,"New England College of Optometry Center for Eye Care Commonwealth","930 Commonwealth Avenue, Suite 2A",Boston,MA,2215,2,"Private nonprofit, 4-year or above",128,408,536,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167093004,"New England College of Optometry",216400,"New England College of Optometry Center for Eye Care Roslindale","4199 Washington Street",Roslindale,MA,2131,2,"Private nonprofit, 4-year or above",128,408,536,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167260001,"Nichols College",219700,"Main Campus","121 CENTER RD",DUDLEY,MA,15715000,2,"Private nonprofit, 4-year or above",888,515,1403,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,1,0,1,1,1,0,0,35,0,0,35,0,0,19,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1
167288001,"Massachusetts College of Liberal Arts",218700,"Main Campus","375 Church Street","North Adams",MA,12474100,1,"Public, 4-year or above",390,548,938,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,1,1,1,2,3,21,0,10,6,0,5,5,1,1,1,0,0,0,1,0,1,1,0,2,1,1,1
167297001,"North Bennet Street School",2197900,"Main Campus","150 NORTH ST",BOSTON,MA,2109,5,"Private nonprofit, 2-year",92,60,152,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167358001,"Northeastern University",219900,"Boston Campus","360 HUNTINGTON AVE",BOSTON,MA,2115,2,"Private nonprofit, 4-year or above",14266,15747,30013,2,1,0,2,1,0,4,3,0,1,1,1,0,0,5,2,0,0,2,3,11,11,1,0,0,12,13,0,0,0,2,12,4,0,0,0,11,11,0,0,2,2,8,8,0,1,1,1,0,7,181,6,0,413,5,15,226,1,1,1,3,2,9,6,4,19,7,8,15,1,1,1
167358003,"Northeastern University",219900,"Seattle Campus","401 Terry Avenue N",Seattle,WA,98109,2,"Private nonprofit, 4-year or above",14266,15747,30013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167358004,"Northeastern University",219900,"San Jose Campus","4 North Second Street","San Jose",CA,95113,2,"Private nonprofit, 4-year or above",14266,15747,30013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167376001,"Northern Essex Community College",217400,"Northern Essex Community College","100 Elliott Street",Haverhill,MA,18302399,4,"Public, 2-year",1608,2731,4339,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
167394002,"College of Our Lady of the Elms",214000,"Elms College at Mt. Wachusett Community College","444 Green Street",Gardner,MA,1440,2,"Private nonprofit, 4-year or above",316,959,1275,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167394003,"College of Our Lady of the Elms",214000,"Elms College at STCC","One Armory Square",Springfield,MA,11029000,2,"Private nonprofit, 4-year or above",316,959,1275,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167525001,"Quincy College",220500,"Main Campus","1250 Hancock Street",QUINCY,MA,2169,4,"Public, 2-year",1050,1552,2602,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
167525002,"Quincy College",220500,"Quincy College, Plymouth MA","36 Cordage Park Suite 228",Plymouth,MA,2360,4,"Public, 2-year",1050,1552,2602,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
167631001,"Roxbury Community College",1193000,"Main Campus","1234 COLUMBUS AVE","ROXBURY CROSSING",MA,21203400,4,"Public, 2-year",385,829,1214,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1
167677001,"Saint John's Seminary",221400,"Main Campus","127 LAKE ST",BRIGHTON,MA,2135,2,"Private nonprofit, 4-year or above",86,17,103,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167871001,"Southeastern Technical Institute",1238600,"Southeastern Technical Institute","250 FOUNDRY ST","SOUTH EASTON",MA,2375,7,"Public, less-than 2-year",28,100,128,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167987009,"University of Massachusetts-Dartmouth",221000,"U Mass-Dartmouth Law School","333 Faunce Corner Road",Dartmouth,MA,2747,1,"Public, 4-year or above",3556,3901,7457,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
167996001,"Stonehill College",221700,"Main Campus","320 WASHINGTON ST",EASTON,MA,23577180,2,"Private nonprofit, 4-year or above",1138,1405,2543,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,0,0,1,1,1,1,0,229,1,0,249,3,0,240,1,1,1,1,1,2,0,1,2,0,2,4,1,1,1
168005001,"Suffolk University",221800,"Main Campus","8 ASHBURTON PL BEACON HILL",BOSTON,MA,2108,2,"Private nonprofit, 4-year or above",2510,4224,6734,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,1,1,1,0,0,50,0,19,107,1,14,111,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1
168032001,"Rob Roy Academy-Taunton",2137000,"Taunton Campus","1 SCHOOL ST",TAUNTON,MA,27805339,9,"Private for-profit, less-than 2-year",0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168148002,"Tufts University",221900,"Boston Health Sciences Campus","136 Harrison Avenue",Boston,MA,2111,2,"Private nonprofit, 4-year or above",5522,7909,13431,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,5,3,0,0,0,0,0,2,0,0,0,3,4,2,0,0,0,1,3,0,0,1,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168218001,"Wellesley College",222400,"Wellesley College","106 Central Street",Wellesley,MA,2481,2,"Private nonprofit, 4-year or above",35,2412,2447,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,20,0,1,1,1,1,1,0,0,2,0,0,0,0,1,3,1,1,1
168227001,"Wentworth Institute of Technology",222500,"Main Campus","550 HUNTINGTON AVE",BOSTON,MA,21155998,2,"Private nonprofit, 4-year or above",2999,921,3920,0,1,0,0,2,0,1,1,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,5,2,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,1,0,0,1,1,1,0,1,60,1,7,84,2,1,67,1,1,1,2,0,1,2,1,5,0,0,4,1,1,1
168528001,"Adrian College",223400,"Main Campus","110 S. Madison Street",Adrian,MI,49221,2,"Private nonprofit, 4-year or above",974,847,1821,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,13,0,1,5,0,0,16,1,1,1,2,2,0,0,3,0,0,3,2,1,1,1
168546001,"Albion College",223500,"Albion College","611 E PORTER ST",ALBION,MI,49224,2,"Private nonprofit, 4-year or above",693,763,1456,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,3,2,0,0,3,6,0,0,0,1,0,1,1,0,0,3,3,0,0,0,3,1,4,0,1,1,1,1,31,30,0,16,16,2,30,19,1,1,1,4,2,2,1,1,1,1,0,0,1,1,1
168555001,"Hillsdale Beauty College",2595700,"Main Campus","64 WALDRON ST",HILLSDALE,MI,49242,9,"Private for-profit, less-than 2-year",1,30,31,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168573001,"Northwestern Technological Institute",3124000,"Main Campus","24800 Northwestern Highway",SOUTHFIELD,MI,48075,9,"Private for-profit, less-than 2-year",713,18,731,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168591001,"Alma College",223600,"Main Campus","614 W SUPERIOR",ALMA,MI,488011599,2,"Private nonprofit, 4-year or above",588,672,1260,0,3,5,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,1,1,3,26,1,3,48,0,2,12,1,1,1,0,0,0,0,3,4,0,1,4,1,1,1
168607001,"Alpena Community College",223700,"Main Campus","665 JOHNSON ST",ALPENA,MI,49707,1,"Public, 4-year or above",717,819,1536,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1
168740001,"Andrews University",223800,"Main Campus","8975 US Hwy 31","BERRIEN SPRINGS",MI,49104,2,"Private nonprofit, 4-year or above",1635,1223,2858,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1,1,1
168847006,"Baker College",467300,"Baker College of Owosso","1020 South Washington",Owosso,MI,48867,2,"Private nonprofit, 4-year or above",1075,3031,4106,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,2,0,0,1,1,1,1
168847008,"Baker College",467300,"Culinary Institute of Michigan","336 W. Clay St.",Muskegon,MI,49442,2,"Private nonprofit, 4-year or above",1075,3031,4106,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168847014,"Baker College",467300,"BAKER COLLEGE OF CADILLAC","9600 E 13TH ST",CADILLAC,MI,49601,2,"Private nonprofit, 4-year or above",1075,3031,4106,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168847015,"Baker College",467300,"BAKER COLLEGE OF JACKSON","2800 SPRINGPORT RD",Jackson,MI,492021290,2,"Private nonprofit, 4-year or above",1075,3031,4106,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
168883002,"Bay de Noc Community College",224000,"Bay College West Campus","2801 N US 2","Iron Mountain",MI,49801,4,"Public, 2-year",762,1207,1969,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
169187001,"Carnegie Institute",761700,"Main Campus","550 STEPHENSON HWY #100",TROY,MI,48083,6,"Private for-profit, 2-year",20,84,104,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
169220001,"Michigan School of Psychology",2198900,"MAIN CAMPUS","26811 ORCHARD LAKE ROAD","FARMINGTON HILLS",MI,483344512,2,"Private nonprofit, 4-year or above",42,136,178,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
